,user,to_removable_media,from_removable_media,rec_out,sent_out,device_plugin_count_std,user_logoff_std,user_logon_std,insider_threat
22,ADS2950,0.8307236349303073,0.9477564920260968,0.23679028552674766,0.1513071032479535,0.40667910479999997,6.7092686420000005,7.090047581,False
23,AEB3249,0.7060180864974626,0.7442084075352509,0.2974413646055437,0.27388337468982626,0.5428524194,,2.160246899,False
24,AEB3574,0.7750052887871947,0.8871156744247285,0.27233115468409586,0.25225225225225223,0.6769290448,3.027650354,3.027650354,False
25,AED1421,2.1159609425874253,2.3009850852875204,0.3082361258395193,0.2529448233106014,0.6587331927000001,7.103654324,7.071067812000001,False
26,AFB0904,1.4431969156914453,1.496964656859219,0.3032258064516129,0.1949860724233984,0.9640641631999999,3.027650354,3.027650354,False
27,AFB3228,0.7262503238857249,0.8776722568772906,0.24592668024439926,0.16859555833593998,0.6342233663,9.029832711000001,7.498537869,False
28,AFP2709,0.9657712084047536,1.1047569794110914,0.2791571601127365,0.3750425025501529,0.6412119639,0.7071067812,2.160246899,False
29,AGB0057,0.6992270301671067,0.850271129056962,0.2938475665748393,0.3338968723584108,0.4609216988,3.352326839,3.073181486,False
30,AGF0742,2.3617535899526567,2.148144154766825,0.3014567266495287,0.2813166717464187,0.6522578936,7.28632117,7.209457995,False
31,AGL1301,0.5613916347682354,0.9858975734791536,0.29610951008645536,0.25045537340619306,0.8519192319,0.7071067812,2.449489743,False
32,AGW1590,1.0109525778246595,1.0994801291436642,0.2562664530159093,0.15733493879189242,0.7206449776999999,6.751218214,7.071067812000001,False
33,AHB0648,0.8830249775208916,0.9221579651885214,0.2497322384862549,0.17190506735086594,0.6436587322,3.4785054260000003,3.027650354,False
34,AHC1994,0.8750127176046282,0.8866651652159191,0.2514482542664788,0.310237556561086,0.6344067498,6.9889805979999995,7.071067812000001,False
35,AIB3416,0.8556853277255045,0.9499957233181948,0.2528553299492385,0.1846696362286563,0.6152122039,3.027650354,3.027650354,False
36,AIJ3995,2.1845832958357487,2.3440292986776456,0.3079315707620529,0.20679886685552407,0.7398831889,6.444908231,7.071067812000001,False
37,AIP1614,2.2089371622144003,2.321957362791014,0.3313767342582711,0.28785046728971964,0.6888895128,7.082170773,7.163257148,False
38,AJG0240,0.7861713768987698,0.8314582983224219,0.24906666666666666,0.2026532479414456,0.5777418259,6.258467948,7.2615037860000005,False
39,AJH2110,0.9779908708995794,1.1216217966897966,0.2339737834440654,0.15368032029565748,0.6826144724,3.894440482,3.605551275,False
40,AJM0345,0.9000320535131884,0.8169381148876914,0.2797783933518005,0.3118503118503119,0.6113684518,4.932882862,2.915475947,False
41,AJS3021,0.9038360799312081,0.8286118249582067,0.2762589928057554,0.2518552875695733,0.4716076686,3.027650354,2.738612788,False
42,AKB2312,2.143824627140972,2.1468651425089,0.2936185909258576,0.3804143126177024,0.6496859367,2.449489743,2.449489743,False
43,AKB3530,1.3165611772087666,1.2583057392117916,0.2224598930481283,0.16147859922178984,0.5,,2.160246899,False
44,AKD0272,2.105933122801609,2.144479337700905,0.2639541715628673,0.16567460317460314,0.7433366440000001,5.1214418539999995,7.074434186,False
45,AKG2702,1.1924932866061548,1.2568284824887224,0.2743506493506493,0.1795795795795796,0.9178108265,2.815771906,2.449489743,False
46,AKH0454,0.8382699759080114,1.0029538805534568,0.29377022653721685,0.2838466651894527,0.7262107154,2.90012315,3.31662479,False
47,AKH1534,0.7855346253611196,0.8797314321651092,0.2488188976377953,0.2868421052631579,0.6879391968,3.027650354,3.027650354,False
48,AKL1605,2.3371793774905103,2.231644108754229,0.2381388952555581,0.20331205107741426,0.6840280967,3.209361307,2.449489743,False
49,AKS3496,2.387755055944424,2.385983559785924,0.2337461300309598,0.4248704663212435,0.6605782591,4.5607017,3.240370349,False
50,ALB3649,0.9231373352229556,1.1171463077931525,0.2526002971768202,0.29963898916967513,0.8919279332,3.605551275,3.605551275,False
51,AMB3100,0.8975956834415014,1.1238740716542468,0.2580838323353294,0.2202336564752672,0.4962850658,3.31662479,3.31662479,False
52,AME1490,2.1721729695629475,2.05570150644095,0.2515856236786469,0.22252010723860596,0.6667704769,6.910654300000001,7.071067812000001,False
53,AMJ2374,1.0801618520758547,0.9851813941062736,0.2335363751292955,0.15843168633726745,0.9441507653,0.7071067812,2.160246899,False
54,AMS0712,1.1243648531592632,1.1893515422395846,0.3300165837479271,0.2541436464088398,0.705829563,2.738612788,2.738612788,False
55,ANB2766,0.7410817280567472,0.8741764107793806,0.2887029288702929,0.20874219446922396,0.4586170468,2.160246899,2.160246899,False
56,ANC1950,2.222516927113409,2.1035666454593693,0.3034279153682139,0.19595517901065865,0.48511592369999995,9.330627312999999,8.988698643,False
57,ANF3332,0.6367096843506952,1.2935614805835154,0.2359550561797753,0.1700507614213198,0.3649394169,7.620062957999999,7.417161567000001,False
58,ANL3024,1.054939311101,1.2759532233027304,0.2516570923552805,0.1808176100628931,0.9185750470999999,6.766791979,7.071067812000001,False
59,AOC0982,2.2189871785906745,2.196666611034011,0.3743641912512716,0.3724381625441696,0.6656814739,0.7071067812,2.160246899,False
60,AOM1457,2.186859672535268,2.112929432416353,0.27439494373362106,0.3578199052132701,0.7581871656999999,3.027650354,2.934469477,False
61,APA1788,1.1342294656885958,1.2732544624131403,0.2930446641663825,0.3147797252486973,0.9363401591,6.9889805979999995,7.071067812000001,False
62,APB1122,0.9006170724070864,1.274875931993113,0.2698868737654875,0.23998748435544426,0.4092374519,0.7071067812,2.160246899,False
63,APP2488,2.209266691276195,2.057459150207197,0.25427428155692977,0.2373993438711601,0.6611012886,2.738612788,2.738612788,False
64,APS1968,0.8235612420637521,0.5910804632890487,0.3132261658443418,0.3606698153714041,0.45986673229999997,0.7071067812,0.7071067812,False
65,ARC3034,1.0206577716117,0.9905787293273388,0.2614807872539832,0.20777160983346554,0.4609216988,2.90012315,2.449489743,False
66,ARH2097,0.6963947413204897,0.8413701801637187,0.2469069392146315,0.2109256449165402,0.6973010448,3.027650354,3.027650354,False
67,ARK3198,0.7244464749279003,0.9562689760783464,0.2631184407796102,0.19441598360655746,0.4124979096,3.0237157839999997,2.4102953780000003,False
68,ARV0704,0.8695557975410423,0.9147108862456949,0.32185523541813066,0.3693525850023288,0.8838112934000001,,2.160246899,False
69,ARZ3464,0.7071067811865476,1.162262365227544,0.2709832134292566,0.1837228041901692,0.6926676334999999,2.815771906,3.027650354,False
70,ASC0177,1.1789495163474453,1.2508146732075298,0.2698412698412699,0.2500759647523549,0.9040602329999999,3.027650354,3.31662479,False
71,ASW1918,0.6978023391872253,0.8023657829651031,0.2532299741602068,0.18832964601769908,0.467418427,7.04607594,7.1300732579999995,False
72,ATD0146,0.8906339380653088,1.0024207615420242,0.2777911453320501,0.22767419038272815,0.6814102297,3.027650354,3.027650354,False
73,ATH0225,0.6300104925585274,0.8440870885205999,0.27400258680728284,0.23837601078167114,0.6543428004999999,3.027650354,2.738612788,False
74,ATM1615,0.9596096648763516,1.2301806589730735,0.3176879617557584,0.17227877838684413,0.472575714,5.30860798,5.819149422000001,False
75,ATT1191,2.112131554472755,2.2550431993263143,0.2638713383113154,0.35712098009188364,0.6766934270999999,,,False
76,AVS2317,1.1272656510784251,1.0156216528669286,0.2715758798475678,0.2229312063808574,0.45305008399999996,3.425395354,3.027650354,False
77,AWM2286,1.0502349726277158,1.14969604940242,0.30932642487046635,0.2766251728907331,0.8918916131999999,2.8047578619999998,2.449489743,False
78,AXW3243,0.6025061814040888,0.8678937382599171,0.3187534171678513,0.4019443513241703,0.6641469831,,2.160246899,False
79,AYS1628,1.3477798403316887,1.3357528368523564,0.3511087645195353,0.2770398481973435,1.035056369,2.738612788,3.027650354,False
80,BAB1619,1.151376188513925,1.2091422791869852,0.30142781597038604,0.21072088724584104,0.7356878358,6.8300163110000005,6.7823299829999995,False
81,BAG2641,1.085929546169078,1.1231822922119372,0.2670682730923695,0.216289592760181,0.4731156136,7.04607594,7.071067812000001,False
82,BAL2366,1.0501739801478964,1.135891470654911,0.3347547974413646,0.3170103092783505,0.5308140827000001,3.31662479,3.31662479,False
83,BAO2928,1.0905672738582717,1.0045465112797018,0.3152173913043478,0.3081683168316832,0.7462614001000001,2.815771906,3.027650354,False
84,BBA1230,0.846787620432994,1.056611134731176,0.2589743589743589,0.3022839229735782,0.8959582996,3.31662479,3.31662479,False
85,BBM2604,0.7615417253558695,1.0086198798504364,0.25570695452132364,0.21265980667290307,0.7115161172,0.7071067812,2.449489743,False
86,BBT0062,2.0112597820069262,2.203825605278273,0.2521076336759441,0.17503472911291929,0.9570384812,7.384668802999999,7.749193506,False
87,BBW0594,1.2830510181026595,1.3567303783325286,0.2694095369254605,0.21459982409850487,0.9109565643,6.839428176,6.825648224,False
88,BCC2536,1.0392975381584906,0.8785083969344404,0.2808691043985162,0.158458244111349,0.9563811902,3.477198454,3.605551275,False
89,BDJ3001,0.7705262434361982,0.8555222025135937,0.2888563049853372,0.20877579643358046,0.6040953236,3.027650354,3.027650354,False
90,BDJ3326,1.43988350964651,1.4502184813544052,0.22651006711409394,0.116751269035533,0.7331037879000001,0.7071067812,2.160246899,False
91,BDP0031,1.1104177245234244,1.0612595786349208,0.33705871917686714,0.30651699407546,0.4400726211,3.605551275,3.605551275,False
92,BDP3912,0.7895146188218007,0.6633249580710799,0.2503576537911302,0.3022388059701493,0.49327477979999995,,,False
93,BDR0510,2.2585516360554183,2.157581844360528,0.2734503565551289,0.2527161076995749,0.6822087694,7.043063472999999,7.090047581,False
94,BEG3521,1.2648261623140973,1.3921257020534858,0.2711350623105423,0.3945841392649904,0.8854375442,3.027650354,3.027650354,False
95,BEH0103,1.0012610957137722,1.1322902230839051,0.3738685088137208,0.32301321238414515,0.5174066983,6.910654300000001,7.071067812000001,False
96,BHD2088,0.6092027538712966,1.0678337176857329,0.2177235772357724,0.1854862119013062,0.43768810950000003,6.476705367999999,6.573471405,False
97,BHE1709,1.1763182535881327,1.2712118690366354,0.3273526615969582,0.4225108225108225,0.9506407545000001,3.31662479,3.31662479,False
98,BJE0351,1.1854182551693373,1.2894669252686817,0.2715803452855245,0.2259287338893101,1.042854894,0.7071067812,2.160246899,False
99,BJV2631,1.0694326953161883,1.1469164119548187,0.26672413793103444,0.3161024702653248,0.7470248786,3.027650354,3.027650354,False
100,BKB0853,2.2357967556125997,2.3659776891248643,0.29652042360060515,0.3631436314363144,0.7060504514,0.7071067812,2.160246899,False
101,BKF0427,0.9859584866939309,1.14204029048706,0.3699007717750827,0.24467099165894346,0.9323177666,0.7071067812,2.160246899,False
102,BLB1876,0.9342296700711026,1.1424550797873414,0.2715457218010212,0.19672578444747613,0.8646197974,3.027650354,3.027650354,False
103,BLL3585,0.9243129093301437,0.947574745282871,0.24691585343399006,0.18772348033373065,0.4317949588,4.677368681,3.600505015,False
104,BMC3636,0.6725823643395453,0.9161196852024464,0.2203182374541004,0.26262626262626265,0.4953071995,6.9346048620000005,7.071067812000001,False
105,BMM0462,1.5981304150548088,1.6177512905928484,0.30227374052608114,0.4623493975903614,1.354194607,7.189693985,7.071067812000001,False
106,BMM3328,1.0627210129162588,1.0932545355277767,0.24764890282131655,0.2656641604010025,0.47768808549999997,0.7071067812,2.160246899,False
107,BMN0178,0.9944289260117531,0.6749485577105528,0.2387732749178533,0.24662813102119466,0.5622957145,7.313747951,7.146094504,False
108,BMS0925,1.1965566091992952,1.2374804883614148,0.2690252244548953,0.26489058039961944,0.6760986623,7.04607594,7.220851241,False
109,BNF1110,2.2019352704230672,2.3138886619514585,0.2665537201750671,0.2340345604808415,0.4495550439,4.05548637,3.957156922,False
110,BNH3516,0.6811221454121538,0.9088275473103352,0.2874706201410233,0.2281027545651501,0.7269726389,3.027650354,3.027650354,False
111,BNS3233,0.7112715707794371,0.8222355134876351,0.2881066302118934,0.2778293135435993,0.6291188069,5.029910536,5.069516742,False
112,BPD2437,1.738840423995944,1.913913268021995,0.2780088554944318,0.1934991273996509,1.338456801,7.071067812000001,7.071067812000001,False
113,BPN3051,1.5405379864534199,1.762512262580335,0.2575712143928036,0.17470632341914516,1.323670796,7.071067812000001,7.071067812000001,False
114,BQV1308,0.8040199546228277,0.8557104867643437,0.2946549391069012,0.2629129827826896,0.49991345740000004,0.7071067812,2.449489743,False
115,BRD3314,0.7063936122898274,0.817524785063761,0.2432,0.19678714859437751,0.4801349758,0.7071067812,0.7071067812,False
116,BRG3267,2.1295440974501205,2.2042773019294177,0.22953216374269006,0.3155893536121673,0.9223362865000001,8.652319768,8.567935796,False
117,BRW3552,0.7668257811161491,0.8039903506688012,0.25212055585634363,0.2330097087378641,0.4595347225,2.738612788,3.027650354,False
118,BSB3083,1.5529700395148756,1.5838162127304534,0.3123543123543123,0.379168570123344,0.9318422756,0.7071067812,2.160246899,False
119,BSM2844,2.077732567548181,2.113521379653008,0.2756680731364276,0.3470149253731343,1.0370681590000002,0.7071067812,0.7071067812,False
120,BUS1727,1.0629689468490409,1.2576255904151772,0.24110452186805045,0.20114855674777088,1.0261046759999999,3.027650354,3.027650354,False
121,BVB1673,0.7302967433402214,0.4425306015783918,0.1926713947990544,0.3818181818181817,0.7243833121,4.932882862,4.031128874,False
122,BWM2339,0.8442746224853452,0.9396054677880716,0.2591676524357458,0.1881095273818455,0.7246037031,3.31662479,3.31662479,False
123,BWW1159,0.9091504666065178,0.968526914366428,0.2852436275359805,0.3719234275296263,0.7587455677,0.7071067812,2.449489743,False
124,BXT2678,0.7940091490377259,0.9512604384949341,0.26973244147157194,0.27204091573307354,0.6712063232,3.31662479,3.027650354,False
125,BYF3784,0.7234154459939113,0.9327599423051826,0.27878536635920825,0.4156344618772364,0.8662130236,3.31662479,3.027650354,False
126,BYS3626,2.5273367055877296,2.1866704723131005,0.2667542706964521,0.3071253071253072,0.7078771470999999,0.7071067812,2.160246899,False
127,CAG2442,1.7725786398536207,1.880547086680438,0.2965159377316531,0.2314235676757568,1.3617850530000002,7.071067812000001,7.071067812000001,False
128,CAM0679,0.8888334445973761,0.8592954574184971,0.2912621359223301,0.27083333333333337,0.9011644311,,2.160246899,False
129,CAM1323,0.7843849439272406,0.9902118361842991,0.2832275611967362,0.2452830188679245,0.4629408972,8.332820497,7.34488723,False
130,CAM3050,1.7826777985245257,1.873215801218444,0.2670946551209317,0.18887545344619106,1.372916707,7.209457995,7.071067812000001,False
131,CAR0992,0.9330184435357968,1.1254356704954886,0.24874341056761065,0.3347120585427935,0.886342532,5.904260675,6.927632703,False
132,CAR2244,1.0190404080982116,1.0301510225671942,0.33013205282112845,0.231404958677686,0.6346638609,3.027650354,3.16227766,False
133,CBA1023,0.8743715055506437,0.863612179862705,0.28737276015815594,0.3743374558303887,0.6674093528,3.605551275,3.3911649919999998,False
134,CBB2904,1.3155495090957912,1.4377487295188784,0.3335120643431635,0.3273584905660377,0.6776750771,3.073181486,2.738612788,False
135,CBC0952,0.9719974878907164,1.1457221690195678,0.25910392798690673,0.2381627445421037,0.42910866770000006,0.7071067812,2.160246899,False
136,CBC3175,0.9441278407182264,1.2869401717248177,0.36737588652482267,0.3228441754916793,0.5016629494,0.7071067812,2.160246899,False
137,CBG1074,0.771241715353602,0.9167201937772947,0.24784637473079685,0.20191417104044465,0.8511978564,2.738612788,2.6692695630000003,False
138,CCF3529,0.7080090487236486,0.7781161609677196,0.2254772876892692,0.1671732522796353,0.6447224488000001,6.143504461,5.902380472000001,False
139,CCN2726,0.694885633477702,0.8783283628857138,0.26182544970019983,0.3773937412424101,0.8954660637999999,3.3349995839999997,3.31662479,False
140,CCT2165,0.9733358097519011,1.1539615714448617,0.3322222222222222,0.5121212121212122,0.7324051898999999,2.738612788,2.738612788,False
141,CCW2381,2.1648831804897704,2.169942312122752,0.29343239772518803,0.2423913043478261,0.9583761895999999,8.422345127,7.285311083,False
142,CDB2017,0.7904490756829927,0.9326644700526712,0.2759803190696287,0.21268850754030166,0.45641807619999997,7.547350528,7.071067812000001,False
143,CDC3413,0.7479726514039948,0.923203255279835,0.2809401108768642,0.1970690320092557,0.7189972509,3.027650354,2.738612788,False
144,CDM0538,0.8397442395033642,0.9475988580457888,0.3214707370551526,0.33152045400803976,0.9285108784999999,2.738612788,2.738612788,False
145,CDW0886,0.9653414204161213,0.928611242975073,0.3157894736842105,0.4656488549618321,0.719715027,,,False
146,CEC1352,2.1553498502162243,2.1488893620184544,0.3324898785425101,0.4141585417549809,0.6545385224,2.738612788,2.738612788,False
147,CER0228,0.9965594383222796,1.1122117931821711,0.3088090204369274,0.2473591549295775,0.9172112185,6.858824845,7.043063472999999,False
148,CFL0156,0.9706403276977428,0.9439207298427912,0.30758890382500303,0.27898402294141744,0.8935155998000001,2.738612788,2.738612788,False
149,CGG3388,0.8168395746756536,0.993959346287779,0.28371767994409497,0.3784326858673811,0.4570354922,7.687061148,8.381363418,False
150,CGM2036,0.8615114424846461,0.9018962757327482,0.318814055636896,0.2248652077386616,0.7229807795000001,0.7071067812,2.160246899,False
151,CHB1062,1.7741266964395348,1.9536597030723033,0.32736491839645065,0.2946752160579872,1.3562196359999998,7.071067812000001,7.071067812000001,False
152,CHM1561,2.1463384787536173,2.148084573753152,0.2706855791962175,0.17647058823529416,0.614341537,0.7071067812,0.7071067812,False
153,CID3640,0.7310767735053294,0.9446922588187302,0.2735703245749613,0.3178294573643411,0.6442231556,3.204163958,3.31662479,False
154,CIG3191,0.9801034923067772,1.0304717489496718,0.2963087248322148,0.2309730250481695,0.43501647340000005,3.1144822999999997,3.1144822999999997,False
155,CIH0995,0.8860158884519915,0.9499555036617232,0.2692203695358269,0.2653810835629018,0.46358887509999996,3.027650354,2.738612788,False
156,CIY1654,0.7635725068956292,0.9542374472273956,0.2381774249223334,0.20377284338769894,0.5254397744,3.605551275,3.605551275,False
157,CJC1433,0.8327857450266191,0.9866601045136916,0.287474679270763,0.3895226024503591,0.8401794486,3.31662479,3.31662479,False
158,CJG3002,1.0974636938669708,0.8930764318234308,0.2899510248503537,0.2309593696894794,0.41253238950000004,0.7071067812,0.7071067812,False
159,CJH2411,1.5053749852292109,1.3839742105200574,0.2364746945898778,0.20490620490620493,0.7510676162000001,,2.160246899,False
160,CJM0273,2.2258431752182077,2.140542970216265,0.2518907832329188,0.2205508474576271,0.6663372045,3.605551275,3.4960294939999996,False
161,CJM0584,1.0072203103706698,0.7939992333804206,0.3253182461103253,0.31875,0.6789105539,,,False
162,CJM3315,1.1223202534801824,1.0938901059061494,0.2650918635170604,0.1834862385321101,0.7442234968000001,5.921049192000001,6.683312552,False
163,CJS1986,0.7920692756152943,0.8277998098891574,0.2886120996441281,0.2336989640463132,0.9445959103,,,False
164,CKB0596,0.6261353324525414,0.565752381856018,0.22208213256484155,0.15069739235900548,0.49988054,6.7092686420000005,7.071067812000001,False
165,CKB3645,1.1211545885331011,1.2812831809837228,0.2757619738751814,0.3025210084033614,0.6677848493999999,3.4960294939999996,3.027650354,False
166,CKL0697,0.9280843470177794,0.9948411276830702,0.2556663644605621,0.20906129700917972,0.8880275206,2.738612788,2.449489743,False
167,CKP3600,1.027788502732545,0.9936305084394236,0.28146574614976105,0.3781763826606877,0.350438322,0.7071067812,2.160246899,False
168,CLR2407,0.8109562517580262,0.8796644381862461,0.2417944911759855,0.17833074131674442,0.9086074643000001,3.31662479,3.027650354,False
169,CMH2342,0.941055995267144,1.217716989453356,0.28375930770778823,0.2185317663089763,0.636614274,6.624988769,7.1300732579999995,False
170,CMO2396,0.7778421016882651,0.9199623783916812,0.32005954596203945,0.22251430338642345,0.8819991501000001,8.707363655,7.318389408,False
171,CMP2946,0.6015440614758334,0.7271326182997812,0.24817432273262666,0.15422696115765422,0.19258924379999998,3.31662479,3.027650354,True
172,CMT0267,1.9022154470686512,2.1609657238463793,0.2523119605425401,0.2262001627339301,0.4389544769,0.7071067812,0.7071067812,False
173,CNE2161,1.29678429642298,1.4000574048689818,0.2743506493506493,0.2337349397590361,0.8890299947,0.7071067812,0.7071067812,False
174,CNH3475,1.1002442872859532,1.2153300812414178,0.2529500376600552,0.16097666378565256,0.8338906640000001,3.027650354,3.027650354,False
175,CPC0724,1.3107644518661092,1.3788217525435826,0.284451586982724,0.2772543741588156,0.5656073725,3.605551275,3.31662479,False
176,CQS2883,0.7855051982347568,0.9484282070811132,0.30718073155387793,0.3039370078740158,0.8977917041,3.205897344,3.027650354,False
177,CRL2357,0.8419160266922524,0.9690273833114996,0.34390485629335976,0.44979919678714864,0.9478697348999999,8.906926144,7.537430961,False
178,CRM0139,2.028518342633089,2.209026505389095,0.24174467647361386,0.15998379910895097,0.9352524179999999,6.867326492999999,7.071067812000001,False
179,CRP3682,0.9256235297764888,1.0585893520570249,0.23354231974921635,0.11442786069651745,0.7158188976000001,6.5494073660000005,7.225945316000001,False
180,CSB1660,2.1239182314500242,2.6892595801186507,0.2421132238547969,0.20451183431952655,0.4811430765,5.080307452,4.792355023,False
181,CSB3932,0.9228248796941392,0.7544625451302599,0.2495784148397976,0.2912371134020618,0.4810523635,3.027650354,2.738612788,False
182,CSL0428,1.2316612377019238,1.153539769895571,0.3672907488986784,0.3136729222520107,0.9655316693000001,8.026471356,7.450008831,False
183,CSM1554,0.7902974279156074,0.824084631039482,0.2531645569620253,0.21158690176322412,0.6991339205,3.894440482,3.894440482,False
184,CSM3502,0.8325417313444907,0.9830227489887388,0.2901760363429869,0.3439138031450204,0.9905192290000001,8.743828993,7.34488723,False
185,CSP2186,2.131847584740904,2.1968727013335894,0.15677321156773216,0.26439790575916233,0.4426476197,2.160246899,2.449489743,False
186,CSR3140,1.226708209889496,1.3549175454542008,0.2824427480916031,0.24263038548752835,0.4145588497,3.16227766,3.027650354,False
187,CTB3481,0.8453868339893691,0.7930578692546058,0.2924006039255158,0.2912621359223301,0.6403321954,3.7779263189999996,3.605551275,False
188,CTC0421,0.9201195827826112,0.9291949544650268,0.3552223371251293,0.4542897327707455,0.4635268524,0.7071067812,2.160246899,False
189,CTC0859,0.8429018977424277,0.8012486198803154,0.29073482428115016,0.2941176470588235,0.6379472895,2.581988897,2.449489743,False
190,CTH0737,0.6854775839312977,0.8136810670922294,0.29517025712300204,0.2665851421583614,0.9802125203000001,0.7071067812,2.160246899,False
191,CTH2220,0.8737662686668911,1.037215982071262,0.20615384615384613,0.2924901185770751,0.7306784062999999,0.7071067812,2.449489743,False
192,CWA2554,1.2516982730468895,1.4330828495681798,0.2579701216694902,0.2986614612381484,0.5110882683,3.027650354,3.027650354,False
193,DAD1785,0.5477225575051661,0.7527726527090809,0.2619392185238785,0.2403433476394849,0.5063696835,4.9916597110000005,3.2513733360000003,False
194,DAM0096,2.2473419794201317,2.1109215693187564,0.2740053294128457,0.411430427017373,0.6619624873,3.605551275,3.605551275,False
195,DAS3775,0.893828043545609,0.9897690928407782,0.2688517566409597,0.1830726770929163,0.9761524848,,,False
196,DBC3871,1.1155563737028875,1.1527873780964033,0.2877877877877878,0.2500700084010081,1.055065659,2.738612788,2.449489743,False
197,DBF3582,0.8094559007252062,0.9632996044565408,0.2762971140198707,0.21174978867286565,0.5146843882,3.908033684,3.894440482,False
198,DBF3635,0.9528239762486796,1.0633463190282229,0.2817919075144508,0.2963800904977375,0.8682370816,6.208370127999999,7.071067812000001,False
199,DBG0477,0.6906389050630588,0.802808369894322,0.25314617618586643,0.1923076923076923,0.6879028743000001,7.616845795,7.221300863,False
200,DBH1596,1.1155169695942488,1.200518130264815,0.2791094066261851,0.20815490597654066,0.7004760286,2.738612788,2.738612788,False
201,DBT0141,1.2277928241916718,1.260744759680568,0.3051514632894061,0.2578731172980374,0.8472487772,6.017518285,6.707419301,False
202,DCB0401,1.3543860032439543,1.382396498954365,0.3196334351569009,0.3398902104300091,0.6744187765999999,0.7071067812,2.160246899,False
203,DDG0528,1.4992321696557276,1.5544102318218385,0.30309127492226084,0.2703875968992248,0.8343584274,0.7071067812,2.160246899,False
204,DEP0163,1.3444667346397874,1.3318977651539496,0.3040431266846361,0.3015873015873016,0.6730191458,3.894440482,3.605551275,False
205,DFM2933,0.8190252230326036,1.0433926973706424,0.31453841901603097,0.21599264705882348,0.6809062506999999,2.738612788,2.738612788,False
206,DGG3429,0.8206016675429032,0.644455258838937,0.2863919047117107,0.2844542447629548,0.431907794,3.027650354,2.6692695630000003,False
207,DGQ3744,0.8412730380763767,0.7716092106970079,0.3034653465346535,0.3635522664199815,0.6394418657000001,6.663140092999999,7.9315986039999995,False
208,DGS1079,0.6987934569421573,0.8240483198657625,0.2808691043985162,0.20956103427540584,0.6408756768,0.7071067812,2.160246899,False
209,DHG0533,1.1351168591849825,1.3345548478886844,0.28843049327354264,0.2577092511013216,0.5879346547,2.738612788,2.738612788,False
210,DHG0962,1.0431173609053628,1.104198400131133,0.2305832577818072,0.15185699409927111,0.8864578329,2.738612788,2.449489743,False
